1	14593	15113
1	15702	16040
1	16550	16769
1	16785	17124
1	17162	17381
1	30226	30481
1	69020	70079
1	129084	129303
1	228184	228404
1	228422	228761
1	334049	334268
1	367598	368658
1	470922	471380
1	621035	622095
1	655441	655660
1	741116	741335
1	745389	745608
1	808948	809733
1	861218	861437
1	865483	865795
1	866304	866553
1	871014	871383
1	874355	874574
1	874578	874917
1	876435	876774
1	877464	877683
1	877711	878864
1	878993	879640
1	880017	880236
1	880253	880502
1	880766	881135
1	881470	882023
1	883452	883671
1	883817	884036
1	886453	886672
1	887280	887619
1	887686	888055
1	888502	888721
1	889077	889532
1	891238	891704
1	892170	892735
1	894185	894717
1	895958	896177
1	896585	897486
1	897623	897962
1	897991	898360
1	898391	898970
1	899204	899633
1	899650	899989
1	900287	900626
1	901843	902243
1	905530	906853
1	907353	907905
1	908146	909119
1	909152	909491
1	909610	910058
1	934296	935409
1	948845	949064
1	949231	949960
1	955483	955822
1	957452	957941
1	970541	970790
1	975983	976311
1	976495	977139
1	977269	977608
1	978558	979876
1	980399	980990
1	981015	981702
1	981716	982438
1	982571	983798
1	984173	984490
1	984554	985519
1	985521	986271
1	986521	987261
1	989075	989414
1	989770	989989
1	990113	990452
1	1018210	1018429
1	1019239	1019983
1	1021155	1021494
1	1022429	1022648
1	1102421	1102640
1	1103178	1103397
1	1104286	1104535
1	1115347	1116295
1	1117048	1117267
1	1117644	1117893
1	1118172	1118511
1	1119186	1119555
1	1120236	1120605
1	1138895	1139932
1	1140641	1140980
1	1141688	1142027
1	1146860	1147589
1	1147952	1148171
1	1148313	1148532
1	1148716	1149604
1	1152929	1153268
1	1153726	1154397
1	1158571	1158790
1	1159110	1159449
1	1163781	1164240
1	1167936	1168714
1	1177867	1178086
1	1178114	1178363
1	1178377	1178596
1	1178768	1178987
1	1179240	1179988
1	1181812	1182151
1	1190465	1190954
1	1191325	1191574
1	1192241	1192748
1	1198606	1198855
1	1203107	1203476
1	1219305	1219524
1	1221165	1221384
1	1221401	1221740
1	1222052	1222753
1	1222822	1223477
1	1225543	1226155
1	1226164	1227101
1	1228846	1229367
1	1229415	1229634
1	1229725	1230064
1	1230741	1230990
1	1231017	1231735
1	1231739	1232078
1	1233148	1233552
1	1233636	1234112
1	1234621	1234840
1	1235138	1235669
1	1235781	1236150
1	1237287	1237506
1	1238189	1238438
1	1238481	1238700
1	1243952	1244171
1	1244214	1244729
1	1244739	1245315
1	1245901	1246150
1	1246170	1246539
1	1246625	1246844
1	1247132	1248569
1	1248821	1249376
1	1249603	1249822
1	1250073	1250442
1	1250661	1251058
1	1254590	1254959
1	1255733	1255982
1	1256315	1256534
1	1259865	1260084
1	1262182	1262521
1	1262532	1263231
1	1266651	1269930
1	1271419	1271998
1	1273290	1274137
1	1274671	1275263
1	1275288	1275946
1	1276946	1277285
1	1277375	1277594
1	1277634	1277973
1	1277994	1278213
1	1284190	1284494
1	1288887	1289106
1	1289158	1289981
1	1289998	1290992
1	1291005	1291224
1	1292003	1292222
1	1293750	1293969
1	1309122	1309892
1	1310001	1310220
1	1322557	1323016
1	1323093	1323499
1	1325511	1326000
1	1326086	1326305
1	1328063	1328282
1	1328698	1328917
1	1330664	1331003
1	1333558	1333777
1	1333904	1334123
1	1334270	1334712
1	1337380	1337719
1	1341118	1341337
1	1342234	1342663
1	1371055	1371274
1	1372236	1372935
1	1374368	1375316
1	1387670	1387889
1	1389603	1389973
1	1390761	1390980
1	1391184	1391403
1	1391497	1391836
1	1394466	1394685
1	1397960	1398179
1	1403700	1404159
1	1407136	1407355
1	1412582	1412801
1	1413773	1414232
1	1414349	1414568
1	1416172	1416391
1	1417431	1417770
1	1417820	1418069
1	1420274	1420643
1	1421080	1421299
1	1421383	1421722
1	1421816	1422155
1	1423159	1423378
1	1424509	1424728
1	1425551	1426106
1	1430801	1431260
1	1444488	1444860
1	1447520	1447739
1	1451320	1451539
1	1452440	1452899
1	1453016	1453235
1	1454226	1454445
1	1455434	1455773
1	1455823	1456072
1	1458002	1458371
1	1458809	1459028
1	1459082	1459451
1	1459545	1459884
1	1460506	1460755
1	1461766	1461985
1	1462989	1463328
1	1464547	1464766
1	1469209	1469701
1	1477387	1477606
1	1479108	1479477
1	1480113	1480482
1	1500025	1500394
1	1509788	1510007
1	1550902	1551121
1	1551831	1552050
1	1558694	1559409
1	1560118	1561089
1	1561972	1562877
1	1562961	1564155
1	1564432	1564822
1	1564825	1565161
1	1565519	1565985
1	1567506	1567845
1	1568057	1568820
1	1569039	1570083
1	1571062	1571563
1	1571599	1571938
1	1571992	1572673
1	1572713	1572932
1	1573015	1573354
1	1573797	1574016
