1	14592	15113
1	15701	16040
1	16549	16769
1	16784	17124
1	17161	17381
1	30225	30481
1	69019	70079
1	129083	129303
1	228183	228404
1	228421	228761
1	334048	334268
1	367597	368658
1	470921	471380
1	621034	622095
1	655440	655660
1	741115	741335
1	745388	745608
1	808947	809733
1	861217	861437
1	865482	865795
1	866303	866553
1	871013	871383
1	874354	874574
1	874577	874917
1	876434	876774
1	877463	877683
1	877710	878864
1	878992	879640
1	880016	880236
1	880252	880502
1	880765	881135
1	881469	882023
1	883451	883671
1	883816	884036
1	886452	886672
1	887279	887619
1	887685	888055
1	888501	888721
1	889076	889532
1	891237	891704
1	892169	892735
1	894184	894717
1	895957	896177
1	896584	897486
1	897622	897962
1	897990	898360
1	898390	898970
1	899203	899633
1	899649	899989
1	900286	900626
1	901842	902243
1	905529	906853
1	907352	907905
1	908145	909119
1	909151	909491
1	909609	910058
1	934295	935409
1	948844	949064
1	949230	949960
1	955482	955822
1	957451	957941
1	970540	970790
1	975982	976311
1	976494	977139
1	977268	977608
1	978557	979876
1	980398	980990
1	981014	981702
1	981715	982438
1	982570	983798
1	984172	984490
1	984553	985519
1	985520	986271
1	986520	987261
1	989074	989414
1	989769	989989
1	990112	990452
1	1018209	1018429
1	1019238	1019983
1	1021154	1021494
1	1022428	1022648
1	1102420	1102640
1	1103177	1103397
1	1104285	1104535
1	1115346	1116295
1	1117047	1117267
1	1117643	1117893
1	1118171	1118511
1	1119185	1119555
1	1120235	1120605
1	1138894	1139932
1	1140640	1140980
1	1141687	1142027
1	1146859	1147589
1	1147951	1148171
1	1148312	1148532
1	1148715	1149604
1	1152928	1153268
1	1153725	1154397
1	1158570	1158790
1	1159109	1159449
1	1163780	1164240
1	1167935	1168714
1	1177866	1178086
1	1178113	1178363
1	1178376	1178596
1	1178767	1178987
1	1179239	1179988
1	1181811	1182151
1	1190464	1190954
1	1191324	1191574
1	1192240	1192748
1	1198605	1198855
1	1203106	1203476
1	1219304	1219524
1	1221164	1221384
1	1221400	1221740
1	1222051	1222753
1	1222821	1223477
1	1225542	1226155
1	1226163	1227101
1	1228845	1229367
1	1229414	1229634
1	1229724	1230064
1	1230740	1230990
1	1231016	1231735
1	1231738	1232078
1	1233147	1233552
1	1233635	1234112
1	1234620	1234840
1	1235137	1235669
1	1235780	1236150
1	1237286	1237506
1	1238188	1238438
1	1238480	1238700
1	1243951	1244171
1	1244213	1244729
1	1244738	1245315
1	1245900	1246150
1	1246169	1246539
1	1246624	1246844
1	1247131	1248569
1	1248820	1249376
1	1249602	1249822
1	1250072	1250442
1	1250660	1251058
1	1254589	1254959
1	1255732	1255982
1	1256314	1256534
1	1259864	1260084
1	1262181	1262521
1	1262531	1263231
1	1266650	1269930
1	1271418	1271998
1	1273289	1274137
1	1274670	1275263
1	1275287	1275946
1	1276945	1277285
1	1277374	1277594
1	1277633	1277973
1	1277993	1278213
1	1284189	1284494
1	1288886	1289106
