1	69089	70010
1	367657	368599
1	621094	622036
1	861320	861395
1	865533	865718
1	866417	866471
1	871150	871278
1	874418	874511
1	874653	874842
1	876522	876688
1	877514	877633
1	877788	877870
1	877937	878440
1	878631	878759
1	879076	879190
1	879286	879535
1	880072	880182
1	880435	880528
1	880896	881035
1	881551	881668
1	881780	881927
1	883509	883614
1	883868	883985
1	886505	886620
1	887378	887521
1	887790	887982
1	888553	888670
1	889160	889274
1	889382	889464
1	891301	891395
1	891473	891597
1	892272	892407
1	892477	892655
1	894307	894463
1	894593	894622
1	896072	896182
1	896671	896934
1	897007	897132
1	897204	897429
1	897733	897853
1	898082	898299
1	898487	898635
1	898715	898886
1	899298	899390
1	899485	899562
1	899727	899912
1	900341	900573
1	901910	901996
1	902082	902185
1	905655	905805
1	905899	905983
1	906064	906140
1	906257	906388
1	906455	906590
1	906702	906786
1	907453	907532
1	907666	907806
1	908239	908392
1	908564	908708
1	908878	909022
1	909211	909433
1	909694	909746
1	909820	909957
1	934437	934814
1	934904	934995
1	935070	935355
1	948952	948958
1	949362	949860
1	955551	955755
1	957579	957844
1	970655	970706
1	976043	976262
1	976551	976779
1	976856	977084
1	977334	977544
1	978617	978839
1	978916	979114
1	979201	979405
1	979487	979639
1	979712	979821
1	980539	980659
1	980737	980905
1	981111	981258
1	981342	981470
1	981538	981647
1	981775	982117
1	982198	982339
1	982705	982836
1	982951	983069
1	983154	983277
1	983390	983747
1	984245	984441
1	984614	984833
1	984944	985177
1	985281	985419
1	985611	985711
1	985805	985973
1	986104	986219
1	986631	986751
1	986831	987027
1	987106	987197
1	989131	989359
1	989826	989933
1	990202	990363
1	1007195	1007948
1	1018271	1018369
1	1019731	1019765
1	1019859	1019888
1	1021256	1021394
1	1022517	1022586
1	1022880	1022979
1	1025731	1025810
1	1026850	1026925
1	1114594	1114715
1	1115035	1115119
1	1115412	1115722
1	1115861	1115983
1	1116109	1116242
1	1117119	1117197
1	1117739	1117828
1	1118254	1118429
1	1119298	1119473
1	1120347	1120524
1	1131978	1132098
1	1132471	1132568
1	1132816	1133229
1	1138969	1139350
1	1139412	1139618
1	1139777	1139868
1	1140748	1140874
1	1141763	1141953
1	1146933	1147007
1	1147082	1147214
1	1147320	1147520
1	1148016	1148086
1	1148370	1148475
1	1149041	1149167
1	1149361	1149509
1	1152890	1153186
1	1153836	1154015
1	1154147	1154309
1	1158622	1158739
1	1159210	1159350
1	1163846	1164175
1	1167657	1168650
1	1177926	1178028
1	1178213	1178295
1	1178440	1178534
1	1178822	1178934
1	1179332	1179487
1	1179569	1179657
1	1179759	1179879
1	1181892	1182072
1	1190581	1190869
1	1191423	1191507
1	1192370	1192512
1	1192586	1192692
1	1198724	1198768
1	1200161	1200212
1	1203240	1203374
1	1216040	1216048
1	1216604	1216679
1	1216789	1216992
1	1217620	1217697
1	1219356	1219472
1	1220949	1221046
1	1221304	1221660
1	1222146	1222357
1	1222487	1222681
1	1222886	1222978
1	1223051	1223218
1	1223317	1223419
1	1225649	1225770
1	1225855	1225937
1	1226015	1226076
1	1226273	1226335
1	1226443	1226522
1	1226632	1226992
1	1228942	1229090
1	1229201	1229315
1	1229468	1229581
1	1229780	1230010
1	1230096	1230198
1	1230825	1230936
1	1231114	1231320
1	1231393	1231491
1	1231589	1231662
1	1231803	1232015
1	1233200	1233315
1	1233391	1233495
1	1233748	1233803
1	1233945	1234061
1	1234723	1234738
1	1235209	1235287
1	1235351	1235450
1	1235536	1235584
1	1235887	1236074
1	1237366	1237428
1	1238300	1238357
1	1238540	1238663
1	1239464	1239525
1	1243147	1243197
1	1244022	1244102
1	1244293	1244354
1	1244464	1244655
1	1244832	1244985
1	1245059	1245233
1	1246012	1246070
1	1246287	1246453
1	1246708	1246761
1	1247237	1247306
1	1247396	1247529
1	1247604	1247750
1	1247818	1247883
1	1247971	1248082
1	1248165	1248331
1	1248413	1248506
1	1248887	1248974
1	1249110	1249303
1	1249679	1249747
1	1250202	1250344
1	1250782	1250820
1	1250898	1251000
1	1254674	1254906
1	1255834	1255911
1	1256374	1256475
1	1257286	1257335
1	1259959	1259990
1	1262289	1262414
1	1262619	1263145
1	1266724	1266918
1	1267016	1267320
1	1267402	1268188
1	1268299	1268506
1	1268637	1268761
1	1268884	1269846
1	1271520	1271897
1	1273355	1273565
1	1273647	1273818
1	1273900	1274035
1	1274740	1274821
1	1274960	1275031
1	1275114	1275194
1	1275416	1275559
1	1275625	1275698
1	1275788	1275885
1	1277045	1277187
1	1277431	1277538
1	1277741	1277866
1	1278067	1278140
1	1284274	1284447
1	1288982	1289011
1	1289226	1289310
1	1289408	1289488
1	1289571	1289614
1	1289732	1289891
1	1290060	1290534
1	1290622	1290727
1	1290828	1291134
1	1292059	1292086
1	1293834	1293886
1	1309179	1309284
1	1309378	1309827
1	1310083	1310138
1	1322609	1322964
1	1323155	1323251
1	1323332	1323447
1	1325608	1325753
1	1325837	1325945
1	1326144	1326247
1	1328160	1328185
1	1328774	1328842
1	1330772	1330896
1	1333611	1333724
1	1333975	1334053
1	1334397	1334688
1	1337461	1337638
1	1341187	1341268
1	1342287	1342401
1	1342509	1342599
1	1354478	1354931
1	1355430	1355974
1	1356175	1356387
1	1361506	1361767
1	1362932	1363169
1	1371127	1371203
1	1372305	1372866
1	1374459	1375169
1	1386062	1386140
1	1387424	1387504
1	1387743	1387816
1	1389723	1389882
1	1390838	1390901
1	1391169	1391298
1	1391603	1391731
1	1392507	1392562
1	1394539	1394613
1	1396128	1396299
1	1397978	1398090
1	1403762	1403912
1	1407263	1407471
1	1412652	1412732
1	1414022	1414127
1	1414427	1414490
1	1416245	1416318
1	1417516	1417685
1	1417923	1417996
1	1420394	1420553
1	1421160	1421220
1	1421488	1421617
1	1421922	1422050
1	1423241	1423296
1	1424582	1424656
1	1425635	1425806
1	1425941	1426053
1	1430863	1431199
1	1447647	1447855
1	1451390	1451470
1	1452545	1452794
1	1453094	1453157
1	1454299	1454372
1	1455519	1455688
1	1455926	1455999
1	1458122	1458281
1	1458889	1458949
1	1459217	1459346
1	1459651	1459779
1	1460618	1460673
1	1461839	1461913
1	1463073	1463244
1	1464601	1464713
1	1469304	1469454
1	1470737	1470889
1	1470967	1471179
1	1475062	1475172
1	1475668	1475728
1	1477444	1477549
1	1479247	1479369
